video_id,theme,subtopic,confidence
kddp6CR6WBs,creative_tool,music_suno,medium
62UtDoOEtes,synthetic_media_play,lip_sync,medium
XiHb12tTNJI,creative_tool,music_suno,high
f3SKXqgOMVc,creative_tool,music_suno,high
LhwnZ26yj6Q,creative_tool,music_suno,high
6oAIS80xJ5E,creative_tool,music_suno,high
S3nd7Hd3qyc,creative_tool,music_suno,high
o6ywe3EDLDM,creative_tool,music_suno,high
i62sCK4-FLM,creative_tool,music_suno,high
RVXab_6C_RY,synthetic_media_play,funny_skit,high
IprDkmCdOS8,creative_tool,music_suno,high
uWHDp1nSG_I,creative_tool,music_suno,high
FUjlPB7bEBw,creative_tool,music_suno,high
onY-IMwO_Do,synthetic_media_play,lip_sync,high
Vgh6Yz86r2Y,creative_tool,music_suno,medium
arCuM37J3E4,synthetic_media_play,funny_skit,high
D6-8XzysWC4,creative_tool,music_suno,medium
I76L4lyLAuo,creative_tool,music_suno,high
Gd506mcYIFA,creative_tool,music_suno,high
WM4i40xxD_Q,creative_tool,music_suno,high
eKc1DUgdy1c,creative_tool,music_suno,medium
zk6lqzAv9ak,creative_tool,other,high
5NvZvhC5pdI,creative_tool,music_suno,medium
ER3aVwIvZsw,synthetic_media_play,lip_sync,high
1TckmJQg-QY,creative_tool,music_suno,high
lNirhvfznzg,creative_tool,music_suno,high
o609ivhosRQ,creative_tool,music_suno,high
npeUnMesdXM,creative_tool,music_suno,high
rl9-w2GkXYY,career_productivity,income_side_hustle,high
TUwT4XphTRc,creative_tool,music_suno,high
Hh_PTAhxVpo,creative_tool,music_suno,high
C9Bqfud2ri0,creative_tool,music_suno,high
bPvBv_L5Vy4,creative_tool,music_suno,high
O7fUGMiYLtM,synthetic_media_play,funny_skit,medium
KuI6GKd1ltE,synthetic_media_play,other,high
CgpymjQ8HZI,creative_tool,music_suno,high
7ntTlo9kMwU,synthetic_media_play,lip_sync,medium
C89YqLLcLB4,synthetic_media_play,other,medium
VdwwfVrUYT4,synthetic_media_play,other,high
W5bdM9yIEiY,career_productivity,agent_automation,high
LCDchcZ1NeY,synthetic_media_play,funny_skit,medium
gZUU5-jMeZ8,creative_tool,other,high
rqSk9EaKuuM,creative_tool,music_suno,medium
2yC2y7URupY,synthetic_media_play,other,medium
ubDJHrVAXkM,creative_tool,music_suno,high
s3iVAI-V0zg,creative_tool,music_suno,high
C35CdN5hunY,creative_tool,music_suno,medium
ljvptbyvt6c,synthetic_media_play,funny_skit,high
MeI-rGx55u8,synthetic_media_play,funny_skit,medium
iN9-g0WGxpY,synthetic_media_play,other,medium
Mb1KWB2rsKA,synthetic_media_play,lip_sync,medium
yGZ-ozP97Cg,creative_tool,music_suno,medium
SdRCRIwzdb8,synthetic_media_play,other,high
woCP1Q_Htwo,creative_tool,video_gen,high
DbbIQSNIwcA,creative_tool,music_suno,high
l37jLy2udWo,synthetic_media_play,other,high
mkAQVFgSHn4,creative_tool,music_suno,medium
ZCfh1gJvheU,creative_tool,music_suno,high
xjWpBInRd6w,creative_tool,music_suno,high
yiaAkAMWqJE,synthetic_media_play,other,high
dvRQqCbyPyI,creative_tool,music_suno,medium
PjiOR8QoVz4,creative_tool,music_suno,high
f71pr2luDWs,creative_tool,music_suno,high
3Rk1o7oGjLw,creative_tool,music_suno,high
LyYmO74P1yY,creative_tool,other,high
7KHKXc9sKXU,career_productivity,income_side_hustle,high
u5XsPgn8XQI,creative_tool,music_suno,high
c1K8c0tJa0s,synthetic_media_play,other,high
8hyQQTUEB40,synthetic_media_play,funny_skit,low
-uXBlgkrgAo,creative_tool,music_suno,high
aYP1VN71Z1M,creative_tool,music_suno,high
a9ygX32wUzc,creative_tool,music_suno,high
75xPiPQLDzY,creative_tool,music_suno,medium
54TZX1GjZt4,creative_tool,music_suno,high
NaOnkpGQ82M,synthetic_media_play,lip_sync,medium
RnplSBSL7f8,creative_tool,music_suno,high
eIkc5wP90WM,synthetic_media_play,lip_sync,high
_U7lHxuSxFM,creative_tool,music_suno,high
hSgIiblqqYQ,creative_tool,music_suno,high
JQ1YOMOLI_M,creative_tool,music_suno,high
OwMi7Jck0YA,creative_tool,music_suno,high
Rk7d81QcHZo,creative_tool,music_suno,high
xRa1QipTmks,creative_tool,music_suno,high
VOVsO39-qag,synthetic_media_play,lip_sync,medium
GGbgZ62Vzyc,creative_tool,music_suno,high
YkKw3uNqe0A,creative_tool,music_suno,high
WqY2AW9YJCc,creative_tool,music_suno,medium
6yNLCBzLsEw,creative_tool,music_suno,high
vgiQJMiflWM,synthetic_media_play,other,high
mlxI2EX02Ds,creative_tool,music_suno,high
BZNQ_o5hq6A,creative_tool,music_suno,high
JLos0Mqbgdo,creative_tool,music_suno,medium
kYT-nKd9lX0,creative_tool,music_suno,high
PQRClREYu4g,synthetic_media_play,funny_skit,high
ulKjPokB1-I,synthetic_media_play,other,high
oTJRwSWR0LI,creative_tool,music_suno,high
1fBKB9MfV7c,creative_tool,music_suno,high
CBbtlIs_STs,creative_tool,music_suno,high
Fh60CM2kczs,creative_tool,music_suno,high
Xb0EKAyqpCs,creative_tool,music_suno,high
mUxdq1FaJVY,creative_tool,music_suno,high
1R_6AcCSusA,synthetic_media_play,other,high
sFt6KJrc2I8,synthetic_media_play,other,high
GnV8UT7AOV8,creative_tool,music_suno,high
MgvGH0HEfns,creative_tool,music_suno,high
bUxQGmHJNLY,creative_tool,music_suno,high
1Pnk2fmUlUA,synthetic_media_play,lip_sync,high
xvPn9G-6J9A,creative_tool,music_suno,high
BpQCRIhLlIQ,creative_tool,music_suno,high
IPTkOI6HxbI,synthetic_media_play,lip_sync,medium
-wYO21robAI,creative_tool,music_suno,high
AQPHI1VUQKE,creative_tool,music_suno,high
q-pKRBT3Rn4,creative_tool,music_suno,high
FfYzfNOfyVg,creative_tool,music_suno,medium
uDJYIEQ9nJs,creative_tool,design_build,high
yucYwrmk1UI,creative_tool,music_suno,high
EqhNS-Ivq8Y,synthetic_media_play,lip_sync,medium
ok8x1TMctJc,creative_tool,music_suno,high
C07wMiXhvT4,creative_tool,music_suno,high
b1emhNPC454,creative_tool,music_suno,high
JrgzwUZWktA,synthetic_media_play,lip_sync,medium
19VFfQPo1dA,creative_tool,music_suno,high
OTyzD_uuVF4,synthetic_media_play,funny_skit,medium
gUkB9kV8hzU,creative_tool,music_suno,high
W6DpXGXjX2k,creative_tool,music_suno,high
3CyCLb65hCY,creative_tool,music_suno,high
KhQTKG3Xtbs,creative_tool,design_build,high
dahdCQ0u-ig,synthetic_media_play,lip_sync,high
BlF9m7JqGEk,creative_tool,music_suno,high
h6M6xhPtHBk,synthetic_media_play,funny_skit,medium
ZvCcennyTOA,creative_tool,music_suno,medium
bgVVi6P--Cw,creative_tool,music_suno,high
q_6KRjtB8Tw,synthetic_media_play,other,high
aw0R0XNO9tA,creative_tool,music_suno,high
-GsUnMkMiMM,synthetic_media_play,lip_sync,medium
s71QkrRM5oM,creative_tool,video_gen,high
OuTx3Xn19XQ,creative_tool,music_suno,high
GN8FNApfFI4,creative_tool,music_suno,high
XZ1w60nVA14,creative_tool,music_suno,high
uWTdu1EiSac,synthetic_media_play,other,medium
wHJ5aXuspDA,synthetic_media_play,other,high
HpC1IFQlW88,creative_tool,music_suno,high
rlsXJgF5vcI,creative_tool,music_suno,high
MgYdlOSS5Fc,creative_tool,music_suno,high
jiJ3Pz7G11M,synthetic_media_play,lip_sync,medium
JE8AxNJvZbY,creative_tool,music_suno,medium
ev4XnUysGtk,synthetic_media_play,funny_skit,medium
wu5RDIJJd88,creative_tool,music_suno,high
P5AqPXiDudQ,creative_tool,music_suno,high
Md4NOGn_FrY,synthetic_media_play,funny_skit,high
sJECkxFa9l8,creative_tool,music_suno,high
Py2BoQddh9w,creative_tool,music_suno,medium
M2E_dvD8CKk,creative_tool,music_suno,high
tsXKeQxJJ94,creative_tool,music_suno,high
C3FOoFSrbNw,creative_tool,music_suno,high
3yjxdlJUmUE,creative_tool,music_suno,high
co0u9qxevRs,creative_tool,design_build,high
UuFL-ZOGgSc,creative_tool,music_suno,medium
1HfpHZ6GAis,creative_tool,music_suno,high
rPLn91_mKhU,synthetic_media_play,lip_sync,high
Nn_4lC38YU8,synthetic_media_play,other,high
eLFQE4P481A,synthetic_media_play,lip_sync,medium
jiYELLS1aRk,creative_tool,music_suno,high
urfv3Z0G2sM,creative_tool,music_suno,high
5QYYN9GDq50,creative_tool,music_suno,medium
lcwaB59ck0o,synthetic_media_play,lip_sync,medium
e87ryPZuEzs,creative_tool,music_suno,high
96UZyb2cKok,synthetic_media_play,other,medium
INZ3hLOHGLA,creative_tool,music_suno,medium
t-wHeuIbWgA,creative_tool,music_suno,medium
_9EKXwTFy7U,creative_tool,music_suno,high
17DmS7_USZU,creative_tool,music_suno,high
h-Q3GwRn7wU,creative_tool,music_suno,high
_meCewF3Y3g,creative_tool,music_suno,high
qDJXgvp_hN8,creative_tool,music_suno,high
npoziM-cCmw,creative_tool,music_suno,high
a4wm20QoxeI,synthetic_media_play,other,high
ecCIE9fLqsU,creative_tool,music_suno,high
C8HFLMQyiT8,creative_tool,music_suno,high
rRuMvCgnFts,creative_tool,music_suno,medium
0f1w1iM2Ags,creative_tool,music_suno,high
CkHI4ZafF0w,creative_tool,music_suno,high
419hObdKpec,creative_tool,music_suno,medium
0fTgYuFiutM,creative_tool,music_suno,medium
ZcpVmhFLLkc,synthetic_media_play,lip_sync,high
aJCio1chDoU,synthetic_media_play,other,high
GbHFTcGFphg,synthetic_media_play,other,high
9QHhOmoo72I,creative_tool,music_suno,high
bRploVAEsJg,creative_tool,video_gen,high
LXj0RGN6TIU,creative_tool,music_suno,high
a_4rndEDoas,creative_tool,music_suno,high
--Gsy8rmw3I,creative_tool,music_suno,high
Va8dTBgmy98,creative_tool,music_suno,medium
Gg-oqiTx-M0,synthetic_media_play,funny_skit,medium
q6nHQ-jwPe8,synthetic_media_play,other,high
sqiAy-cCpy8,synthetic_media_play,other,high
ufRGsL3w8X0,creative_tool,music_suno,medium
wrFEuW2z5k0,creative_tool,music_suno,high
oW47X90nFfQ,creative_tool,design_build,high
fZ8dinsg6Cs,creative_tool,music_suno,medium
GF9COdMuJr0,synthetic_media_play,funny_skit,medium
2-bcOTtIdR4,synthetic_media_play,funny_skit,high
qn-uGge5EWY,creative_tool,other,high
pI-fI8UumNo,creative_tool,music_suno,high
-AfpzcGd190,synthetic_media_play,lip_sync,high
1C8qbmtvh_M,career_productivity,tool_roundup,high
XTS5i3f3IAA,creative_tool,music_suno,high
zksXEYFd7aA,synthetic_media_play,lip_sync,medium
-m_l-alj9UA,creative_tool,music_suno,high
SWy-b-y-Zio,creative_tool,music_suno,high
eDtOuXI_GoU,creative_tool,other,high
C0tnr3_8pNk,creative_tool,music_suno,medium
QsDFUx_IHeA,creative_tool,music_suno,high
xai-aBjjuzA,synthetic_media_play,lip_sync,high
AjNiKuA16zU,creative_tool,music_suno,medium
qkuKMGqJ_v4,creative_tool,music_suno,medium
iM4T9raW6JU,creative_tool,music_suno,high
JD0ablgqUec,synthetic_media_play,other,high
Z95e0_-5ue0,career_productivity,income_side_hustle,high
Srz_ao5-_IQ,synthetic_media_play,lip_sync,medium
-pDJAlYDbGQ,synthetic_media_play,lip_sync,high
K0cUl3wFkmA,creative_tool,music_suno,high
Jf8LzJqJrow,synthetic_media_play,other,high
VZzakITUyD4,creative_tool,music_suno,high
M9EgmsugWXk,creative_tool,music_suno,high
MZFD5tbu97I,creative_tool,music_suno,high
OjlJCOSuFcw,creative_tool,music_suno,medium
toRffItxtFs,creative_tool,music_suno,medium
21PW0cpsFKA,creative_tool,music_suno,high
lF3ESoUKw4U,synthetic_media_play,lip_sync,medium
6NNDhnrFXHs,synthetic_media_play,other,high
RuLg4p2oa9s,creative_tool,music_suno,high
7BLVVg8_7TA,creative_tool,music_suno,high
1mKvwxKYUWo,synthetic_media_play,funny_skit,high
aIxgobcv-NA,career_productivity,income_side_hustle,high
IWWFd8-Uef0,career_productivity,income_side_hustle,high
hsTC4MPCCeA,creative_tool,music_suno,high
F76wcPCMRY8,career_productivity,income_side_hustle,high
nTgIG-5o-z4,synthetic_media_play,lip_sync,medium
0Mho5s8Wx24,career_productivity,income_side_hustle,high
ma4b3EAuJjA,career_productivity,income_side_hustle,high
_uyZdv2Mfgo,career_productivity,income_side_hustle,high
yOCIObbzNCo,career_productivity,income_side_hustle,high
BoMKKRdIGjk,career_productivity,income_side_hustle,high
JXLkXAuCf08,career_productivity,income_side_hustle,high
Iq4ioeelavU,career_productivity,income_side_hustle,high
B4R7POcgvMo,career_productivity,income_side_hustle,high
ovGhKd6pkmI,creative_tool,music_suno,high
KI3hkKm4RRw,creative_tool,music_suno,high
fzUP03ErCOs,career_productivity,income_side_hustle,high
3kO8_LiVimE,career_productivity,income_side_hustle,high
9Mb5c1gmohQ,career_productivity,income_side_hustle,high
B5ns_ajsGwA,career_productivity,income_side_hustle,high
6QThtf2K1r4,career_productivity,income_side_hustle,high
DT2uXaGfbLM,career_productivity,income_side_hustle,high
P3Pbr3-Dzr8,career_productivity,income_side_hustle,high
2wcgELwnocY,career_productivity,income_side_hustle,high
WAabTyhVAz4,career_productivity,income_side_hustle,high
CehOcq2MAhQ,career_productivity,income_side_hustle,medium
KeVBMf0Ae20,career_productivity,income_side_hustle,high
hdI3dScUrvw,career_productivity,income_side_hustle,high
m_DO9H63dC8,career_productivity,income_side_hustle,high
WSydtE-2_eY,career_productivity,income_side_hustle,high
kiU4csraX28,career_productivity,income_side_hustle,high
_MKjvhUnuRU,career_productivity,income_side_hustle,high
HCsNirHJDxc,career_productivity,vibe_coding,high
G1AsRirufAc,career_productivity,income_side_hustle,high
z064-uwXcZQ,career_productivity,income_side_hustle,high
_96i8JpKmps,career_productivity,income_side_hustle,high
FZl4CZvw6KE,career_productivity,income_side_hustle,high
7N0PPLTwoDA,career_productivity,income_side_hustle,high
IFpiBp33aVM,career_productivity,income_side_hustle,high
5uuE8jUZe7I,career_productivity,income_side_hustle,high
0-oFuItmMTc,career_productivity,income_side_hustle,high
6ArUUcMXz6c,career_productivity,income_side_hustle,high
h0fwhWolADw,career_productivity,income_side_hustle,high
UKIbS63O7k4,career_productivity,income_side_hustle,high
txFno076rRE,career_productivity,income_side_hustle,high
q4gmNWvRohE,career_productivity,income_side_hustle,high
13kpyaVJWVM,career_productivity,income_side_hustle,high
8JQIJkqeb1w,career_productivity,income_side_hustle,high
vliIwa_N3oQ,career_productivity,income_side_hustle,high
Cd7OSLtwyUc,career_productivity,income_side_hustle,high
LFLMFYBx-0g,career_productivity,income_side_hustle,high
6QAXVIoyR5s,career_productivity,income_side_hustle,high
QY7t-cnIo38,career_productivity,income_side_hustle,high
HsQ9szWv1kM,career_productivity,income_side_hustle,high
9EIFjvrh_os,career_productivity,income_side_hustle,high
RD9WMH7TMNY,career_productivity,income_side_hustle,high
NJCt3TEu4MQ,career_productivity,income_side_hustle,high
9wdJvIcz8YQ,career_productivity,income_side_hustle,high
hzk6ssXEkjs,career_productivity,income_side_hustle,high
ZDG2XMOcOXo,career_productivity,income_side_hustle,high
MSeh7cT0_nM,career_productivity,tool_roundup,high
FiUqyQMulp0,career_productivity,income_side_hustle,high
m4lNN53f5j4,career_productivity,income_side_hustle,high
2gI_TZc_YWo,career_productivity,income_side_hustle,high
gTZSVThRWF8,career_productivity,income_side_hustle,high
zA6YbjFk1wY,career_productivity,income_side_hustle,high
qiGsQx1Y_58,career_productivity,income_side_hustle,high
v48q3wToxtc,career_productivity,income_side_hustle,high
8Z_CIqx49RU,career_productivity,income_side_hustle,high
bzMB-zP5rtk,career_productivity,income_side_hustle,high
mcFk7nPVsRg,career_productivity,income_side_hustle,high
dsruja2Q-Jk,career_productivity,income_side_hustle,high
KWKeir40-oo,career_productivity,income_side_hustle,high
SDEF3p8xiBE,career_productivity,income_side_hustle,high
NcVZDt6rAJ8,career_productivity,income_side_hustle,high
DmGxT2PCbnw,career_productivity,income_side_hustle,high
Lojg0mkcviY,career_productivity,income_side_hustle,high
VDxxXcUlulw,career_productivity,income_side_hustle,high
DUFnCoHDia0,career_productivity,income_side_hustle,high
J5fqVvfcftI,career_productivity,income_side_hustle,high
VqVBh_FBGFA,career_productivity,income_side_hustle,high
YlclPsroNDw,career_productivity,income_side_hustle,high
Jd-88AgGkio,career_productivity,income_side_hustle,high
rocwf6Tdocs,career_productivity,income_side_hustle,high
IIAkCk6IIuw,career_productivity,income_side_hustle,high
35pQqep0-CA,career_productivity,income_side_hustle,high
OUtfDrPjLD8,career_productivity,income_side_hustle,high
M1jnWDRycgA,career_productivity,income_side_hustle,high
qbbxGKt9aR4,career_productivity,income_side_hustle,high
-5jlmz6wi6c,career_productivity,income_side_hustle,high
QxYX6qV8j1I,career_productivity,income_side_hustle,high
_mBz-8t4coE,career_productivity,income_side_hustle,high
sDtJaQynQkA,career_productivity,income_side_hustle,high
MpRn3dwvX08,career_productivity,income_side_hustle,high
o3juJuSP5HI,career_productivity,income_side_hustle,high
g6mPnLwHetY,career_productivity,income_side_hustle,high
ZlkgmHGi1Bk,career_productivity,income_side_hustle,high
-JlxbwYIw6s,career_productivity,income_side_hustle,high
IhuLBGSiqJM,career_productivity,income_side_hustle,high
WWCzZ56VAT4,career_productivity,income_side_hustle,high
9rfDEkFdz-o,career_productivity,income_side_hustle,high
gRXWKrQowcg,career_productivity,income_side_hustle,high
LNbdzUdWz00,career_productivity,income_side_hustle,high
qOhWsSzcXLU,career_productivity,income_side_hustle,high
9F42snmtWZY,career_productivity,income_side_hustle,high
1ItuDOlkSzA,career_productivity,income_side_hustle,high
SzNS8DMMzWI,career_productivity,income_side_hustle,high
FjrW4Nzccew,career_productivity,income_side_hustle,high
2iiH4bUDRkg,career_productivity,income_side_hustle,high
UJnd8I0ZbA8,career_productivity,income_side_hustle,high
VicBQeIUGSg,career_productivity,income_side_hustle,high
kXqdhLEODYU,career_productivity,income_side_hustle,high
AtRzJ8akPro,career_productivity,income_side_hustle,high
25UIfzJNzoA,career_productivity,income_side_hustle,high
4dwOHEonGRk,career_productivity,income_side_hustle,high
W6OOKrF39ag,career_productivity,income_side_hustle,high
z1oUk6KjUu0,career_productivity,income_side_hustle,high
YaeUtMdrD64,career_productivity,agent_automation,high
hkB7_JsBfXE,career_productivity,income_side_hustle,high
zrt4UjUWCVg,career_productivity,income_side_hustle,high
Ln06X3v2kPM,career_productivity,income_side_hustle,high
UZdBxIvYNwM,career_productivity,income_side_hustle,high
s_RdzuqqxTg,career_productivity,income_side_hustle,high
DHU5FdxioOY,career_productivity,income_side_hustle,high
i-fqq_IYyGw,career_productivity,income_side_hustle,high
8ENJdG70KZw,career_productivity,income_side_hustle,high
ZLv7xmOPC-4,career_productivity,income_side_hustle,high
g-zLqD_b41E,career_productivity,income_side_hustle,high
JEBiMJWXjX4,career_productivity,income_side_hustle,high
wBtZSkKYS0k,career_productivity,income_side_hustle,high
eveHU3hHs60,career_productivity,income_side_hustle,high
bcjasgEt6KY,career_productivity,income_side_hustle,high
E5DXz4IvbU4,career_productivity,income_side_hustle,high
SWa-PvovB4w,career_productivity,income_side_hustle,high
_J6HQIcnczQ,career_productivity,income_side_hustle,high
LMF5AKNky_I,career_productivity,income_side_hustle,high
uj1T0SXjP4s,career_productivity,income_side_hustle,high
GkxmO48A5dU,career_productivity,income_side_hustle,high
hOdfviCs8YE,career_productivity,income_side_hustle,high
Vhl1AqhdbyU,career_productivity,income_side_hustle,high
Tphb_-t-5Hc,career_productivity,income_side_hustle,high
Z0TMUv6bBc8,career_productivity,income_side_hustle,high
PAD33vx5zOk,career_productivity,income_side_hustle,high
gtbuS_oA_ys,career_productivity,income_side_hustle,high
mIHELD6YNLk,career_productivity,income_side_hustle,high
y89uXS1jLcY,career_productivity,income_side_hustle,high
TOTKQvRQKFE,career_productivity,income_side_hustle,high
wpukNvnkbww,career_productivity,income_side_hustle,high
C028Q_W-mGo,career_productivity,income_side_hustle,high
U0vgJIYmRtA,career_productivity,income_side_hustle,high
ZRh8hOjIwNA,career_productivity,income_side_hustle,high
sEfuolqQstA,career_productivity,income_side_hustle,high
lPkZHPTxrPM,career_productivity,income_side_hustle,high
97joeGJDFJY,career_productivity,income_side_hustle,high
DJG8rElKw6o,career_productivity,income_side_hustle,high
gcZz482UcQ0,career_productivity,income_side_hustle,high
AYkVaofdbjE,career_productivity,income_side_hustle,high
yeXmb-KJVSQ,career_productivity,agent_automation,high
3IQ_KnZydQM,career_productivity,income_side_hustle,high
9tKeNT-k4kk,career_productivity,income_side_hustle,high
W_KpFjLLis4,career_productivity,income_side_hustle,high
7u1zBp9Yti8,career_productivity,income_side_hustle,high
y7s2GoloiC4,career_productivity,income_side_hustle,high
9ZsjDCsGmZQ,career_productivity,income_side_hustle,high
qdr_1iTcUII,career_productivity,income_side_hustle,high
-S_ZiuwFx7Q,career_productivity,income_side_hustle,high
AvXMevOs3hw,career_productivity,income_side_hustle,high
G_kb_btQXGw,career_productivity,income_side_hustle,high
7Gy2TnJUdv4,career_productivity,income_side_hustle,high
UdlZ-QSZwDU,career_productivity,income_side_hustle,high
4ePdUUtzzDM,career_productivity,income_side_hustle,high
e-23EOtfGbI,career_productivity,income_side_hustle,high
E8xNGT-yW_A,career_productivity,income_side_hustle,high
J3k_LPYO74Q,career_productivity,income_side_hustle,high
DrxhaIKmLNQ,career_productivity,income_side_hustle,high
aZuOribEhkg,career_productivity,income_side_hustle,high
koFzd4mUCsg,career_productivity,income_side_hustle,high
oXyZSsmtq8k,career_productivity,income_side_hustle,high
9hKDFc5j_4c,career_productivity,income_side_hustle,high
b6sPrq9JATo,career_productivity,income_side_hustle,high
oMOD2MS1jP0,career_productivity,income_side_hustle,high
ej4lk86wehA,career_productivity,income_side_hustle,high
H4dNdlzVGnw,career_productivity,income_side_hustle,medium
C_5M7F-WCtk,career_productivity,income_side_hustle,high
WXjTYhG5AiU,career_productivity,income_side_hustle,high
30SEm4Y11UA,career_productivity,income_side_hustle,high
qSqq5I1WtCA,career_productivity,income_side_hustle,high
xjFthpUYZF4,career_productivity,income_side_hustle,high
hqMg4F5C7jE,career_productivity,income_side_hustle,high
AEAjd_mvh88,career_productivity,income_side_hustle,high
RG3tx1P9Lhs,career_productivity,income_side_hustle,high
CoqAxV6b6j4,career_productivity,income_side_hustle,high
cWg_nOAHij4,career_productivity,income_side_hustle,high
iYoqKkUijBw,career_productivity,income_side_hustle,high
o6gfvpcZBDQ,career_productivity,income_side_hustle,high
P88jXq4S9o0,career_productivity,income_side_hustle,high
ui1ctt9dM-U,career_productivity,income_side_hustle,high
YjDrNxsqSfk,career_productivity,income_side_hustle,high
1v59JkZWC8A,career_productivity,income_side_hustle,high
oIHcX2HmnGc,career_productivity,income_side_hustle,high
64IdmHRKvZE,career_productivity,income_side_hustle,high
_jyxzG0HnKM,career_productivity,income_side_hustle,high
8YMnzaWsBrQ,career_productivity,tool_roundup,high
HwYyxS76Heg,career_productivity,income_side_hustle,high
QehqUyBuZMk,career_productivity,income_side_hustle,high
Ec7_Lrte6kE,career_productivity,income_side_hustle,high
goN5eje2PRQ,career_productivity,income_side_hustle,high
8dBDoJWIbOQ,career_productivity,income_side_hustle,high
EBHe4bcqV3Q,career_productivity,income_side_hustle,high
-1_sIhmx9ic,career_productivity,income_side_hustle,high
fjHuymhjIaA,career_productivity,income_side_hustle,high
fuIjlalOHyg,career_productivity,income_side_hustle,high
xZP3N0fdoPU,career_productivity,income_side_hustle,high
YprdQr2aZ8M,career_productivity,income_side_hustle,high
UPqANm6i3Q4,career_productivity,income_side_hustle,high
-uI96OM1XJA,career_productivity,income_side_hustle,high
7wlfIwes_a8,career_productivity,income_side_hustle,high
LKfLYAYyxfE,career_productivity,income_side_hustle,high
380yzn-Zw9o,career_productivity,income_side_hustle,high
bz69wtnrcJE,career_productivity,income_side_hustle,high
4Ams-XTstgw,career_productivity,income_side_hustle,high
7IF0S46128c,career_productivity,income_side_hustle,high
HtGCSn7NlTc,career_productivity,income_side_hustle,high
c18aaepMsRE,career_productivity,income_side_hustle,high
WNKjfO6KdiU,career_productivity,agent_automation,high
ZQRzQxZosvs,career_productivity,income_side_hustle,high
gJhAyW4PweE,career_productivity,income_side_hustle,high
2oWJYpPe-Mo,career_productivity,income_side_hustle,high
e-LEUgjWAHc,career_productivity,income_side_hustle,high
uf9Hkhm97wA,career_productivity,income_side_hustle,high
t4_hpeYAaTc,career_productivity,income_side_hustle,high
xt6A-M-IFPo,career_productivity,income_side_hustle,high
dKc919a6yiA,career_productivity,income_side_hustle,high
uJeHGmMir5Q,career_productivity,income_side_hustle,high
YKoPc9PaAKA,career_productivity,income_side_hustle,high
KlU2pl_lSag,career_productivity,income_side_hustle,high
dB6wVcG-3LY,career_productivity,income_side_hustle,high
KJjdSs2yJ2w,career_productivity,income_side_hustle,high
pCXCormyg6c,career_productivity,income_side_hustle,high
vmy02tbDlSI,career_productivity,income_side_hustle,high
MwknHJT2SPE,career_productivity,income_side_hustle,high
-BAGBbU8ec8,career_productivity,income_side_hustle,high
KXC4TctZ5B8,career_productivity,income_side_hustle,high
pwTdHUWPLG4,career_productivity,income_side_hustle,high
uB35Habpq0g,career_productivity,income_side_hustle,high
nWGpcZiWIao,career_productivity,income_side_hustle,high
Dv8dv0Q7jMo,career_productivity,income_side_hustle,high
YVXx5_Zc180,career_productivity,income_side_hustle,high
Igp8KfrOugo,career_productivity,income_side_hustle,high
OOCgJpgZIDI,career_productivity,income_side_hustle,high
ARYwaUovHpE,career_productivity,income_side_hustle,high
EIp1_VkkjOY,career_productivity,income_side_hustle,high
uaijxu8FUaE,career_productivity,income_side_hustle,high
SI8T1yvmoRs,career_productivity,vibe_coding,high
EeYIbBPRwRM,career_productivity,income_side_hustle,high
_WCosn9TLl4,career_productivity,income_side_hustle,high
hFufzhDfnoA,career_productivity,income_side_hustle,high
LBVAC3bWZq4,career_productivity,income_side_hustle,high
0IbRnCDN1Jc,career_productivity,income_side_hustle,high
pffChxF0rsw,career_productivity,income_side_hustle,high
v7_M9AQgJU8,career_productivity,income_side_hustle,high
t8gWVBaFMDw,career_productivity,job_landed,low
Zl8C3YNquxw,career_productivity,income_side_hustle,high
ZQMGDwxp3CM,career_productivity,income_side_hustle,high
EP99pZGDils,career_productivity,income_side_hustle,high
hVd5hVXimD0,career_productivity,income_side_hustle,high
xUmB9z5HABc,career_productivity,income_side_hustle,high
VGRboJI6fpM,career_productivity,income_side_hustle,high
9Kl7HTNjGi8,career_productivity,income_side_hustle,high
U1O2kYgqGwM,career_productivity,income_side_hustle,high
tyxkf6cDc68,career_productivity,income_side_hustle,high
Vgn-H4hJ8po,career_productivity,income_side_hustle,high
euxKUMRh50g,career_productivity,income_side_hustle,high
37vdzj-7M8g,career_productivity,income_side_hustle,high
07Kt4jgkn50,career_productivity,income_side_hustle,high
lotI0bxWyn4,career_productivity,income_side_hustle,high
kygohDrSLCk,career_productivity,income_side_hustle,high
T_GjbO1Sc0I,career_productivity,income_side_hustle,high
_g2WjXqGmps,career_productivity,income_side_hustle,high
_yxYoBrQWyI,career_productivity,income_side_hustle,high
un5F80tQHpU,career_productivity,income_side_hustle,high
mqd_Dh7GLaU,career_productivity,income_side_hustle,high
uF6EmG2WT-A,career_productivity,income_side_hustle,high
RpBQwWBqkHw,career_productivity,agent_automation,high
Y8qeDRoJnRU,career_productivity,income_side_hustle,high
JOkqgONai8U,career_productivity,other,high
5KK2m6NoN8c,career_productivity,income_side_hustle,high
fKHyn2On-5w,career_productivity,income_side_hustle,high
0m4tCW4IZeI,career_productivity,income_side_hustle,high
-5u6FX0nSRA,career_productivity,income_side_hustle,high
Hai37H3g_1A,career_productivity,income_side_hustle,high
2V2XpeceC0o,career_productivity,income_side_hustle,high
